neighbourhood,price,room_type,iqr_lower_bound,iqr_median_price,iqr_upper_bound
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Ratchathewi,1280,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Din Daeng,1280,Entire home/apt,363.0,1269.0,3201.0
Ratchathewi,1441,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1441,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1441,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,1893,Entire home/apt,332.0,1600.0,3447.5
Vadhana,1400,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1571,Entire home/apt,332.0,1600.0,3447.5
Vadhana,1290,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,415,Shared room,350.0,560.0,1762.5
Parthum Wan,1455,Private room,350.0,1800.0,4408.25
Khlong Toei,1600,Entire home/apt,332.0,1600.0,3447.5
Phra Nakhon,2489,Private room,392.0,1250.0,3198.0
Lat Krabang,957,Entire home/apt,650.0,1219.0,3470.25
Din Daeng,1280,Entire home/apt,363.0,1269.0,3201.0
Parthum Wan,2450,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,1550,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1550,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1585,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1550,Entire home/apt,500.0,1608.0,4112.5
Chatu Chak,950,Private room,315.0,1100.0,2775.0
Chatu Chak,950,Private room,315.0,1100.0,2775.0
Chatu Chak,950,Private room,315.0,1100.0,2775.0
Huai Khwang,2514,Entire home/apt,443.0,1300.0,3000.0
Parthum Wan,1029,Shared room,331.0,500.0,1655.0
Huai Khwang,2500,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,3557,Entire home/apt,332.0,1600.0,3447.5
Dusit,1300,Private room,346.0,1300.0,2518.75
Rat Burana,1800,Entire home/apt,525.0,1019.5,2773.125
Ratchathewi,1550,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,2050,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,2450,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Phra Khanong,1150,Entire home/apt,337.0,999.0,2585.0
Bangkok Noi,1800,Private room,300.0,900.0,2301.375
Vadhana,3000,Private room,350.0,1500.0,4015.0
Khlong San,600,Entire home/apt,450.0,1305.0,2978.875
Vadhana,2029,Private room,350.0,1500.0,4015.0
Khlong San,1200,Private room,350.0,1156.5,3300.0
Khlong Toei,2003,Entire home/apt,332.0,1600.0,3447.5
Suanluang,2880,Entire home/apt,350.0,1000.0,2558.25
Parthum Wan,1200,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,2650,Entire home/apt,500.0,1608.0,4112.5
Parthum Wan,4171,Entire home/apt,510.0,2000.0,5325.75
Sathon,1287,Entire home/apt,350.0,1350.0,3257.5
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1800,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1442,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1785,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,1067,Private room,360.0,1275.0,3650.0
Don Mueang,717,Private room,346.0,800.0,1581.25
Parthum Wan,450,Shared room,331.0,500.0,1655.0
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Vadhana,779,Private room,350.0,1500.0,4015.0
Parthum Wan,1414,Private room,350.0,1800.0,4408.25
Parthum Wan,1964,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,3767,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,1100,Private room,315.0,1100.0,2775.0
Sathon,2100,Entire home/apt,350.0,1350.0,3257.5
Bang Kapi,914,Private room,350.0,950.0,3175.0
Bang Bon,900,Private room,790.0,900.0,3147.5
Khlong Toei,1863,Entire home/apt,332.0,1600.0,3447.5
Phra Nakhon,1179,Private room,392.0,1250.0,3198.0
Vadhana,5500,Entire home/apt,350.0,1800.0,4300.0
Phra Nakhon,900,Private room,392.0,1250.0,3198.0
Bueng Kum,2250,Entire home/apt,350.0,1080.0,3875.0
Chatu Chak,640,Private room,315.0,1100.0,2775.0
Ratchathewi,1829,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,6650,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2836,Entire home/apt,332.0,1600.0,3447.5
Phra Nakhon,730,Private room,392.0,1250.0,3198.0
Vadhana,1300,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1786,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1863,Entire home/apt,332.0,1600.0,3447.5
Phra Nakhon,1536,Private room,392.0,1250.0,3198.0
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Vadhana,6364,Entire home/apt,350.0,1800.0,4300.0
Vadhana,4714,Entire home/apt,350.0,1800.0,4300.0
Vadhana,6486,Entire home/apt,350.0,1800.0,4300.0
Bang Kho laen,2580,Entire home/apt,499.0,1039.0,3215.0
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1280,Entire home/apt,443.0,1300.0,3000.0
Wang Thong Lang,1490,Entire home/apt,450.0,800.0,3616.5
Vadhana,2166,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1500,Private room,360.0,1275.0,3650.0
Vadhana,5479,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,1451,Entire home/apt,500.0,1608.0,4112.5
Parthum Wan,1414,Private room,350.0,1800.0,4408.25
Ratchathewi,1441,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1441,Entire home/apt,500.0,1608.0,4112.5
Parthum Wan,1414,Private room,350.0,1800.0,4408.25
Vadhana,6707,Entire home/apt,350.0,1800.0,4300.0
Vadhana,5836,Entire home/apt,350.0,1800.0,4300.0
Lat Phrao,1004,Private room,350.0,900.0,2019.0
Khlong Toei,600,Private room,360.0,1275.0,3650.0
Parthum Wan,1000,Entire home/apt,510.0,2000.0,5325.75
Sathon,690,Private room,353.0,1199.0,2602.5
Chatu Chak,1849,Private room,315.0,1100.0,2775.0
Bang Khae,600,Entire home/apt,350.0,870.0,8280.0
Khlong Toei,1000,Entire home/apt,332.0,1600.0,3447.5
Bang Na,1200,Entire home/apt,350.0,950.0,2189.75
Din Daeng,1199,Private room,363.0,950.0,2700.0
Khlong Toei,1863,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1685,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1450,Entire home/apt,500.0,1608.0,4112.5
Pra Wet,650,Private room,334.0,899.5,2756.25
Huai Khwang,1813,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1100,Entire home/apt,443.0,1300.0,3000.0
Ratchathewi,1485,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,3571,Entire home/apt,443.0,1300.0,3000.0
Ratchathewi,1314,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Vadhana,2150,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Vadhana,2150,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,1300,Entire home/apt,500.0,1608.0,4112.5
Vadhana,2150,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,1100,Entire home/apt,443.0,1300.0,3000.0
Bangkok Noi,621,Private room,300.0,900.0,2301.375
Huai Khwang,3857,Entire home/apt,443.0,1300.0,3000.0
Suanluang,1000,Entire home/apt,350.0,1000.0,2558.25
Lak Si,926,Private room,350.0,800.0,1737.5
Ratchathewi,1521,Private room,420.0,1378.0,3204.625
Bang Phlat,650,Entire home/apt,400.0,884.0,2913.25
Din Daeng,729,Private room,363.0,950.0,2700.0
Ratchathewi,3957,Private room,420.0,1378.0,3204.625
Vadhana,2000,Private room,350.0,1500.0,4015.0
Phra Nakhon,650,Private room,392.0,1250.0,3198.0
Sathon,2856,Entire home/apt,350.0,1350.0,3257.5
Sathon,1244,Entire home/apt,350.0,1350.0,3257.5
Vadhana,1457,Private room,350.0,1500.0,4015.0
Sathon,1144,Entire home/apt,350.0,1350.0,3257.5
Vadhana,500,Shared room,350.0,565.0,1575.0
Sathon,4624,Entire home/apt,350.0,1350.0,3257.5
Bang Sue,475,Entire home/apt,386.0,840.0,1721.75
Vadhana,1800,Private room,350.0,1500.0,4015.0
Bangkok Yai,1200,Entire home/apt,485.0,1421.0,4350.0
Khlong Toei,5108,Entire home/apt,332.0,1600.0,3447.5
Phra Nakhon,5175,Private room,392.0,1250.0,3198.0
Phra Nakhon,4485,Private room,392.0,1250.0,3198.0
Phra Nakhon,5175,Private room,392.0,1250.0,3198.0
Phra Nakhon,4485,Private room,392.0,1250.0,3198.0
Phra Nakhon,4143,Shared room,360.0,550.0,664.0
Vadhana,1000,Entire home/apt,350.0,1800.0,4300.0
Phra Nakhon,1029,Private room,392.0,1250.0,3198.0
Phra Nakhon,1104,Private room,392.0,1250.0,3198.0
Vadhana,1800,Private room,350.0,1500.0,4015.0
Phasi Charoen,450,Private room,278.0,839.0,1993.125
Sathon,1029,Private room,353.0,1199.0,2602.5
Bang Sue,1000,Private room,346.0,1000.0,2311.25
Khlong Toei,1704,Entire home/apt,332.0,1600.0,3447.5
Bang Na,550,Entire home/apt,350.0,950.0,2189.75
Khlong Toei,1300,Private room,360.0,1275.0,3650.0
Bang Phlat,1300,Private room,346.0,817.5,1850.0
Chatu Chak,2000,Entire home/apt,350.0,1039.0,2856.25
Chatu Chak,1455,Entire home/apt,350.0,1039.0,2856.25
Huai Khwang,4893,Entire home/apt,443.0,1300.0,3000.0
Vadhana,4810,Entire home/apt,350.0,1800.0,4300.0
Phra Khanong,1190,Private room,350.0,1000.0,2845.0
Bangkok Noi,850,Private room,300.0,900.0,2301.375
Phra Khanong,1229,Entire home/apt,337.0,999.0,2585.0
Phra Khanong,1453,Entire home/apt,337.0,999.0,2585.0
Phra Nakhon,1007,Private room,392.0,1250.0,3198.0
Lak Si,2737,Entire home/apt,360.0,900.0,2341.25
Khlong Toei,1811,Entire home/apt,332.0,1600.0,3447.5
Bang Khae,870,Entire home/apt,350.0,870.0,8280.0
Parthum Wan,1299,Private room,350.0,1800.0,4408.25
Khlong Toei,1393,Entire home/apt,332.0,1600.0,3447.5
Lak Si,4046,Entire home/apt,360.0,900.0,2341.25
Parthum Wan,744,Private room,350.0,1800.0,4408.25
Parthum Wan,1885,Private room,350.0,1800.0,4408.25
Yan na wa,6886,Entire home/apt,400.0,1500.0,3942.625
Bang Kapi,600,Private room,350.0,950.0,3175.0
Yan na wa,3536,Entire home/apt,400.0,1500.0,3942.625
Ratchathewi,1150,Private room,420.0,1378.0,3204.625
Ratchathewi,3690,Entire home/apt,500.0,1608.0,4112.5
Sathon,1500,Entire home/apt,350.0,1350.0,3257.5
Khlong Toei,1296,Private room,360.0,1275.0,3650.0
Sathon,1010,Private room,353.0,1199.0,2602.5
Bangkok Noi,503,Private room,300.0,900.0,2301.375
Khlong Toei,5128,Private room,360.0,1275.0,3650.0
Khlong San,1629,Private room,350.0,1156.5,3300.0
Din Daeng,1327,Entire home/apt,363.0,1269.0,3201.0
Ratchathewi,1307,Entire home/apt,500.0,1608.0,4112.5
Thon buri,1200,Entire home/apt,348.0,1112.0,2203.0
Ratchathewi,1514,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1327,Entire home/apt,500.0,1608.0,4112.5
Phasi Charoen,950,Private room,278.0,839.0,1993.125
Bang Na,630,Entire home/apt,350.0,950.0,2189.75
Khlong Toei,2214,Private room,360.0,1275.0,3650.0
Huai Khwang,1483,Entire home/apt,443.0,1300.0,3000.0
Parthum Wan,2257,Entire home/apt,510.0,2000.0,5325.75
Khlong San,1364,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,1563,Entire home/apt,332.0,1600.0,3447.5
Khlong San,800,Entire home/apt,450.0,1305.0,2978.875
Phra Nakhon,1500,Private room,392.0,1250.0,3198.0
Bang Phlat,2207,Entire home/apt,400.0,884.0,2913.25
Phra Khanong,1600,Entire home/apt,337.0,999.0,2585.0
Khlong Toei,4496,Private room,360.0,1275.0,3650.0
Pom Prap Sattru Phai,1000,Private room,550.0,1751.5,4300.5
Phra Khanong,3700,Private room,350.0,1000.0,2845.0
Parthum Wan,2129,Entire home/apt,510.0,2000.0,5325.75
Khlong Sam Wa,6429,Entire home/apt,734.0,1450.0,4607.5
Huai Khwang,772,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1214,Entire home/apt,332.0,1600.0,3447.5
Phaya Thai,6000,Private room,399.0,1285.5,3459.125
Phra Khanong,1600,Entire home/apt,337.0,999.0,2585.0
Phra Khanong,1600,Entire home/apt,337.0,999.0,2585.0
Phra Khanong,1886,Entire home/apt,337.0,999.0,2585.0
Bueng Kum,3100,Entire home/apt,350.0,1080.0,3875.0
Bang Phlat,700,Entire home/apt,400.0,884.0,2913.25
Suanluang,650,Entire home/apt,350.0,1000.0,2558.25
Sathon,1103,Entire home/apt,350.0,1350.0,3257.5
Bang Phlat,1100,Entire home/apt,400.0,884.0,2913.25
Ratchathewi,1327,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1327,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1327,Entire home/apt,500.0,1608.0,4112.5
Sathon,1103,Entire home/apt,350.0,1350.0,3257.5
Sathon,1088,Entire home/apt,350.0,1350.0,3257.5
Khlong Toei,3200,Entire home/apt,332.0,1600.0,3447.5
Bang Kapi,1700,Private room,350.0,950.0,3175.0
Khlong Toei,2393,Entire home/apt,332.0,1600.0,3447.5
Bang Khen,550,Private room,400.0,827.0,2550.0
Sai Mai,590,Private room,335.0,570.0,1818.75
Vadhana,2000,Private room,350.0,1500.0,4015.0
Min Buri,1350,Entire home/apt,690.0,1350.0,3825.0
Khlong Toei,1173,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,2000,Private room,420.0,1378.0,3204.625
Ratchathewi,2314,Entire home/apt,500.0,1608.0,4112.5
Din Daeng,666,Entire home/apt,363.0,1269.0,3201.0
Lat Krabang,999,Private room,346.0,849.0,2206.25
Huai Khwang,969,Entire home/apt,443.0,1300.0,3000.0
Vadhana,1657,Private room,350.0,1500.0,4015.0
Sathon,1244,Entire home/apt,350.0,1350.0,3257.5
Ratchathewi,3500,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,2527,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1327,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,2380,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1729,Entire home/apt,332.0,1600.0,3447.5
Pra Wet,650,Private room,334.0,899.5,2756.25
Phra Nakhon,990,Private room,392.0,1250.0,3198.0
Vadhana,1950,Private room,350.0,1500.0,4015.0
Parthum Wan,5129,Private room,350.0,1800.0,4408.25
Parthum Wan,5657,Private room,350.0,1800.0,4408.25
Khlong Toei,5857,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,1000,Entire home/apt,350.0,1039.0,2856.25
Khlong Toei,6529,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,7286,Private room,360.0,1275.0,3650.0
Parthum Wan,1414,Private room,350.0,1800.0,4408.25
Khlong Toei,2029,Private room,360.0,1275.0,3650.0
Huai Khwang,2000,Private room,350.0,1108.0,3605.0
Khlong San,1789,Entire home/apt,450.0,1305.0,2978.875
Phra Nakhon,650,Private room,392.0,1250.0,3198.0
Phra Khanong,685,Private room,350.0,1000.0,2845.0
Vadhana,3199,Entire home/apt,350.0,1800.0,4300.0
Bang Phlat,883,Entire home/apt,400.0,884.0,2913.25
Khlong Toei,1919,Entire home/apt,332.0,1600.0,3447.5
Vadhana,3557,Private room,350.0,1500.0,4015.0
Bang Khen,520,Private room,400.0,827.0,2550.0
Khlong Toei,1919,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,1991,Entire home/apt,443.0,1300.0,3000.0
Vadhana,3456,Private room,350.0,1500.0,4015.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Phasi Charoen,351,Private room,278.0,839.0,1993.125
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1863,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Bang Phlat,850,Entire home/apt,400.0,884.0,2913.25
Khlong Toei,2099,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1497,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Bang Rak,4000,Entire home/apt,598.0,1874.0,6097.5
Khlong Toei,950,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1375,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1563,Entire home/apt,332.0,1600.0,3447.5
Phaya Thai,1400,Private room,399.0,1285.5,3459.125
Khlong Toei,1800,Entire home/apt,332.0,1600.0,3447.5
Bang Kapi,750,Entire home/apt,346.0,860.0,2487.5
Vadhana,1700,Private room,350.0,1500.0,4015.0
Suanluang,1369,Entire home/apt,350.0,1000.0,2558.25
Parthum Wan,3243,Private room,350.0,1800.0,4408.25
Sai Mai,4000,Entire home/apt,350.0,2000.0,6747.0
Chom Thong,2000,Entire home/apt,380.0,1290.0,3005.75
Ratchathewi,2000,Private room,420.0,1378.0,3204.625
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Vadhana,6429,Private room,350.0,1500.0,4015.0
Khlong Toei,3400,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1400,Entire home/apt,500.0,1608.0,4112.5
Bang Phlat,800,Entire home/apt,400.0,884.0,2913.25
Don Mueang,890,Private room,346.0,800.0,1581.25
Vadhana,7093,Private room,350.0,1500.0,4015.0
Vadhana,7093,Private room,350.0,1500.0,4015.0
Vadhana,3438,Entire home/apt,350.0,1800.0,4300.0
Vadhana,3800,Private room,350.0,1500.0,4015.0
Sathon,4624,Entire home/apt,350.0,1350.0,3257.5
Vadhana,1650,Entire home/apt,350.0,1800.0,4300.0
Parthum Wan,900,Private room,350.0,1800.0,4408.25
Khlong Toei,6000,Entire home/apt,332.0,1600.0,3447.5
Vadhana,5200,Entire home/apt,350.0,1800.0,4300.0
Huai Khwang,2114,Entire home/apt,443.0,1300.0,3000.0
Ratchathewi,1143,Private room,420.0,1378.0,3204.625
Vadhana,1279,Private room,350.0,1500.0,4015.0
Ratchathewi,1514,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1514,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1514,Entire home/apt,500.0,1608.0,4112.5
Pra Wet,650,Private room,334.0,899.5,2756.25
Pra Wet,650,Private room,334.0,899.5,2756.25
Huai Khwang,1580,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1580,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,1580,Entire home/apt,443.0,1300.0,3000.0
Phra Nakhon,2482,Entire home/apt,850.0,1894.5,4177.25
Huai Khwang,1580,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,2380,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,2380,Entire home/apt,443.0,1300.0,3000.0
Huai Khwang,2380,Entire home/apt,443.0,1300.0,3000.0
Khlong Toei,1114,Private room,360.0,1275.0,3650.0
Chatu Chak,762,Private room,315.0,1100.0,2775.0
Huai Khwang,1790,Entire home/apt,443.0,1300.0,3000.0
Phra Nakhon,1525,Entire home/apt,850.0,1894.5,4177.25
Phra Nakhon,1439,Entire home/apt,850.0,1894.5,4177.25
Khlong Toei,2500,Private room,360.0,1275.0,3650.0
Phra Nakhon,1026,Entire home/apt,850.0,1894.5,4177.25
Vadhana,1100,Entire home/apt,350.0,1800.0,4300.0
Vadhana,1247,Entire home/apt,350.0,1800.0,4300.0
Phra Nakhon,1217,Private room,392.0,1250.0,3198.0
Phra Nakhon,474,Shared room,360.0,550.0,664.0
Phra Nakhon,474,Shared room,360.0,550.0,664.0
Khlong Toei,599,Private room,360.0,1275.0,3650.0
Khlong Toei,599,Private room,360.0,1275.0,3650.0
Sathon,1070,Entire home/apt,350.0,1350.0,3257.5
Sathon,1100,Entire home/apt,350.0,1350.0,3257.5
Ratchathewi,1580,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1580,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1580,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,2380,Entire home/apt,500.0,1608.0,4112.5
Chatu Chak,1000,Private room,315.0,1100.0,2775.0
Chatu Chak,950,Private room,315.0,1100.0,2775.0
Sathon,1157,Entire home/apt,350.0,1350.0,3257.5
Chatu Chak,1698,Private room,315.0,1100.0,2775.0
Vadhana,5229,Private room,350.0,1500.0,4015.0
Ratchathewi,2380,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,3500,Entire home/apt,332.0,1600.0,3447.5
Din Daeng,2380,Entire home/apt,363.0,1269.0,3201.0
Ratchathewi,1471,Entire home/apt,500.0,1608.0,4112.5
Lak Si,650,Entire home/apt,360.0,900.0,2341.25
Ratchathewi,1400,Entire home/apt,500.0,1608.0,4112.5
Vadhana,2257,Entire home/apt,350.0,1800.0,4300.0
Vadhana,1329,Private room,350.0,1500.0,4015.0
Bang Kho laen,720,Entire home/apt,499.0,1039.0,3215.0
Chatu Chak,1200,Private room,315.0,1100.0,2775.0
Parthum Wan,4285,Entire home/apt,510.0,2000.0,5325.75
Din Daeng,1250,Entire home/apt,363.0,1269.0,3201.0
Parthum Wan,4285,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,3000,Private room,420.0,1378.0,3204.625
Chom Thong,1300,Entire home/apt,380.0,1290.0,3005.75
Sathon,1245,Private room,353.0,1199.0,2602.5
Sathon,1245,Private room,353.0,1199.0,2602.5
Sathon,1200,Private room,353.0,1199.0,2602.5
Sathon,1200,Private room,353.0,1199.0,2602.5
Parthum Wan,2971,Private room,350.0,1800.0,4408.25
Bangkok Noi,1208,Private room,300.0,900.0,2301.375
Vadhana,3329,Private room,350.0,1500.0,4015.0
Vadhana,3729,Private room,350.0,1500.0,4015.0
Khlong Toei,4329,Private room,360.0,1275.0,3650.0
Khlong Toei,3400,Entire home/apt,332.0,1600.0,3447.5
Vadhana,5543,Private room,350.0,1500.0,4015.0
Vadhana,4414,Private room,350.0,1500.0,4015.0
Vadhana,5529,Private room,350.0,1500.0,4015.0
Vadhana,5857,Private room,350.0,1500.0,4015.0
Vadhana,1050,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,5857,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,1656,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,2000,Private room,360.0,1275.0,3650.0
Ratchathewi,1628,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,1785,Entire home/apt,500.0,1608.0,4112.5
Phra Nakhon,550,Private room,392.0,1250.0,3198.0
Ratchathewi,1485,Entire home/apt,500.0,1608.0,4112.5
Phra Khanong,500,Entire home/apt,337.0,999.0,2585.0
Khlong Toei,920,Entire home/apt,332.0,1600.0,3447.5
Khlong San,4071,Private room,350.0,1156.5,3300.0
Bang Khen,2300,Entire home/apt,400.0,884.0,2670.0
Vadhana,3074,Private room,350.0,1500.0,4015.0
Vadhana,3033,Private room,350.0,1500.0,4015.0
Chatu Chak,1200,Entire home/apt,350.0,1039.0,2856.25
Vadhana,3656,Private room,350.0,1500.0,4015.0
Lak Si,796,Entire home/apt,360.0,900.0,2341.25
Khlong Toei,3156,Private room,360.0,1275.0,3650.0
Din Daeng,666,Entire home/apt,363.0,1269.0,3201.0
Vadhana,1300,Private room,350.0,1500.0,4015.0
Sathon,1500,Entire home/apt,350.0,1350.0,3257.5
Bueng Kum,2000,Entire home/apt,350.0,1080.0,3875.0
Ratchathewi,2850,Entire home/apt,500.0,1608.0,4112.5
Lat Phrao,3600,Entire home/apt,365.0,1200.0,6544.875
Bang Rak,2600,Entire home/apt,598.0,1874.0,6097.5
Khlong San,800,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,6943,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1700,Private room,360.0,1275.0,3650.0
Bang Na,1250,Private room,330.0,1037.0,2550.0
Vadhana,1700,Private room,350.0,1500.0,4015.0
Khlong Toei,2571,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1000,Private room,360.0,1275.0,3650.0
Bang Rak,1800,Private room,360.0,1500.0,4286.0
Khlong Toei,1350,Entire home/apt,332.0,1600.0,3447.5
Ratchathewi,2043,Entire home/apt,500.0,1608.0,4112.5
Bang Kho laen,720,Entire home/apt,499.0,1039.0,3215.0
Phra Khanong,398,Entire home/apt,337.0,999.0,2585.0
Khlong Toei,1751,Entire home/apt,332.0,1600.0,3447.5
Sathon,4095,Private room,353.0,1199.0,2602.5
Phra Nakhon,807,Private room,392.0,1250.0,3198.0
Ratchathewi,1485,Entire home/apt,500.0,1608.0,4112.5
Huai Khwang,1399,Entire home/apt,443.0,1300.0,3000.0
Phra Khanong,398,Entire home/apt,337.0,999.0,2585.0
Huai Khwang,700,Private room,350.0,1108.0,3605.0
Ratchathewi,920,Private room,420.0,1378.0,3204.625
Huai Khwang,1399,Entire home/apt,443.0,1300.0,3000.0
Suanluang,650,Private room,354.0,950.0,2169.0
Sathon,1100,Entire home/apt,350.0,1350.0,3257.5
Ratchathewi,1399,Entire home/apt,500.0,1608.0,4112.5
Vadhana,1100,Entire home/apt,350.0,1800.0,4300.0
Bangkok Noi,900,Private room,300.0,900.0,2301.375
Din Daeng,4000,Private room,363.0,950.0,2700.0
Bangkok Noi,900,Private room,300.0,900.0,2301.375
Bangkok Noi,1600,Private room,300.0,900.0,2301.375
Bang Khae,550,Private room,350.0,895.0,2060.0
Bang Khae,1500,Private room,350.0,895.0,2060.0
Din Daeng,850,Entire home/apt,363.0,1269.0,3201.0
Sathon,690,Private room,353.0,1199.0,2602.5
Ratchathewi,3821,Entire home/apt,500.0,1608.0,4112.5
